title,BT_score.1_is_Pass,TMDB_ID,budget,language,popularity,year,revenue,runtime,TMDB_rating,votes,primary_genre
Bonneville,1,16700,0,en,4.774,2006-09-11,0,93,5.8,43,Comedy
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,496,18000000,en,15.678,2006-11-01,262552893,84,6.7,4177,Comedy
Bordertown,1,4351,21000000,en,10.244,2007-02-15,0,112,6.3,244,Crime
Brave Story,0,17566,0,ja,8.96,2006-05-22,0,112,6.2,52,Animation
Bring It On: All or Nothing,1,11211,0,en,1.257,2006-08-08,0,99,6.6,612,Comedy
Brother Bear 2,1,10010,0,en,51.278,2006-08-17,0,73,6.7,1152,Adventure
Bug,1,12526,4000000,en,11.087,2006-11-11,8095658,98,6.1,384,Drama
Caffeine,1,18654,0,en,4.224,2007-03-16,0,92,5.9,35,Comedy
Candy,1,4441,0,en,9.09,2006-05-25,2105096,116,7.2,471,Drama
Cars,0,920,120000000,en,68.076,2006-06-08,461983149,117,6.9,11070,Animation
Cashback,1,444308,40000,en,23.72,2004-08-01,0,18,7,79,Drama
Casino Royale,0,36557,150000000,en,66.777,2006-11-14,599045960,144,7.5,8483,Adventure
Children of Men,1,9693,76000000,en,22.013,2006-09-19,70595464,109,7.6,5519,Drama
Clerks II,1,2295,5000000,en,8.731,2006-07-21,26888376,97,6.9,974,Comedy
Click,1,9339,82500000,en,27.687,2006-06-23,240685326,107,6.2,5606,Comedy
Conversations with God,0,24590,0,en,6.337,2006-01-25,0,109,6.5,34,Drama
The Covenant,1,9954,20000000,en,18.774,2006-09-08,37597471,97,5.5,789,Fantasy
Cow Belles,1,24801,5000000,en,8.774,2006-03-24,0,90,5.4,201,TV Movie
Curse of the Golden Flower,0,1494,45000000,zh,16.829,2006-12-14,78568977,114,6.8,540,Action
The Da Vinci Code,0,591,125000000,en,23.793,2006-05-17,767820459,149,6.7,7509,Thriller
Day Night Day Night,1,13979,0,en,3.371,2006-05-25,0,91,6.2,22,Drama
The Dead Girl,1,13551,0,en,12.538,2006-11-07,0,85,6.2,160,Mystery
The Departed,0,1422,90000000,en,34.394,2006-10-05,291465000,151,8.2,11787,Drama
The Devil Wears Prada,1,350,35000000,en,48.744,2006-06-30,326551094,109,7.4,9670,Comedy
DOA: Dead or Alive,1,9053,21000000,en,13.878,2006-09-07,7563172,87,5.2,596,Adventure
Dor,1,44827,0,hi,2.36,2006-09-22,0,124,7.4,20,Drama
Dreamgirls,1,1125,70000000,en,11.214,2006-12-25,154937680,134,6.8,780,Drama
Dreamland,1,480434,0,en,14.111,2019-11-27,0,98,6.3,126,Thriller
Elephants Dream,0,9761,150000,en,2.758,2006-03-24,0,11,5.7,55,Animation
Eragon,0,2486,100000000,en,16.865,2006-12-14,249288105,104,5,2676,Fantasy
Fast Food Nation,1,8324,0,en,11.145,2006-11-17,0,116,6.1,268,Drama
Fay Grim,1,24200,0,en,6.39,2006-09-11,0,118,5.9,42,Action
Fido,0,10288,8000000,en,12.009,2006-09-07,426224,91,6.5,323,Romance
Final Destination 3,1,9286,25000000,en,44.003,2006-02-09,118890272,93,6.1,2882,Horror
Five Across the Eyes,1,43639,4000,en,3.527,2006-10-01,0,95,3.6,18,Horror
Flushed Away,0,11619,149000000,en,25.966,2006-10-22,178120010,85,6.2,2939,Adventure
For the Love of a Child,1,255667,0,en,2.301,2006-06-15,0,80,6.4,5,Drama
For Your Consideration,1,14799,12000000,en,6.756,2006-11-22,5542025,86,5.9,121,Comedy
The Fountain,1,1381,35000000,en,13.806,2006-11-22,15304890,96,6.9,2129,Drama
Friends with Money,1,8998,6500000,en,13.719,2006-09-07,13368437,88,5.1,458,Comedy
The Gigolos,0,70234,0,en,2.06,2006-04-26,0,95,0,0,Comedy
Glory Road,1,9918,0,en,11.137,2006-01-13,42647449,118,7.5,534,Drama
The Good German,0,182,32000000,en,12.357,2006-12-08,5914908,108,5.9,224,Drama
The Good Shepherd,0,1247,85000000,en,14.962,2006-12-11,100266865,167,6.4,834,Drama
Grandma's Boy,1,9900,5000000,en,15.207,2006-01-06,6538177,94,6.6,474,Comedy
Gray Matters,1,14845,0,en,9.301,2006-10-21,944479,96,5.7,90,Comedy
The Grudge 2,1,1975,20000000,en,20.807,2006-10-13,39143839,102,5.5,768,Horror
The Guardian,0,4643,10000000,en,22.407,2006-09-28,0,139,7.1,1137,Drama
The Gymnast,1,31421,0,en,4.419,2006-04-11,0,96,6.3,26,Drama
Half Light,1,9756,0,en,10.547,2006-01-17,0,110,6,213,Thriller
Half Nelson,1,7859,700000,en,9.179,2006-08-11,4911725,107,6.7,636,Drama
Happy Feet,1,9836,100000000,en,55.509,2006-11-16,384335608,108,6.1,4024,Animation
The Hard Corps,1,9924,0,en,8.917,2006-08-15,0,110,6,154,Action
Heartbreak Hotel,0,38615,0,en,2.371,1988-09-30,0,97,5.1,20,Comedy
"Hello Sister, Goodbye Life",1,139200,0,en,4.646,2006-01-01,0,89,6,30,Drama
High School Musical,1,10947,4200000,en,36.876,2006-01-20,0,98,6.6,3861,Comedy
The Hills Have Eyes,1,9792,15000000,en,47.88,2006-03-10,69623713,107,6.4,2203,Horror
The History Boys,0,8618,4000000,en,6.73,2006-10-02,13401952,109,6.7,150,Comedy
Hogfather,1,11910,9364800,en,7.133,2007-10-12,0,185,7,118,Drama
The Holiday,1,1581,85000000,en,26.794,2006-12-08,194168700,136,7.1,3876,Comedy
Hollywoodland,0,1249,0,en,11.101,2006-08-31,16803753,126,6.1,280,Thriller
The Host,1,72710,44000000,en,28.762,2013-03-22,63327201,125,6.3,3480,Action
I Served the King of England,0,12555,0,cs,4.044,2007-01-11,0,115,7.1,64,Comedy
I'm Reed Fish,0,41044,0,en,5.896,2007-06-01,0,93,5.5,54,Comedy
Ice Age: The Meltdown,0,950,80000000,en,77.201,2006-03-29,660998756,91,6.7,7927,Animation
Idiocracy,0,7512,30000000,en,20.392,2006-09-01,495303,84,6.3,1963,Adventure
Idlewild,1,13816,0,en,7.938,2006-08-25,0,121,5.6,38,Crime
The Illusionist,0,1491,16500000,en,21.428,2006-08-18,87892388,110,7.3,3878,Fantasy
Inland Empire,1,1730,0,en,12.606,2006-09-06,4045770,180,7.1,784,Horror
Inside Man,1,388,45000000,en,27.696,2006-03-17,186003591,129,7.4,4449,Crime
Jackass Number Two,0,12094,11000000,en,18.479,2006-09-22,72778712,95,6.4,783,Action
John Tucker Must Die,1,9293,18000000,en,16.327,2006-07-27,41009669,87,6.2,1121,Comedy
Kamome Diner,1,25657,0,ja,4.05,2006-06-11,0,102,7.3,36,Drama
Kidulthood,1,13185,994000,en,8.134,2006-03-03,165000,89,6.3,134,Drama
La vie secrète des gens heureux,0,68499,0,fr,1.8,2006-09-08,0,101,7,2,Drama
Lady in the Water,0,9697,70000000,en,12.263,2006-07-20,72785169,110,5.5,1026,Drama
The Lake House,1,2044,40000000,en,21.521,2006-06-16,114830111,99,6.9,2118,Romance
Last Holiday,1,17379,45000000,en,13.703,2006-01-13,38399961,112,7,491,Adventure
Letters from Iwo Jima,0,1251,19000000,en,13.521,2006-12-19,68673228,141,7.5,1514,Action
The Librarian: Return to King Solomon's Mines,0,14208,0,en,15.193,2006-09-09,0,92,6.2,399,Fantasy
Little Children,1,1440,26000000,en,15.01,2006-10-06,14821658,136,7.1,697,Romance
Little Miss Sunshine,1,773,8000000,en,13.151,2006-07-26,100523181,102,7.7,5376,Comedy
Lonely Hearts,1,1252,18000000,en,13.111,2006-04-30,2520000,108,6,264,Drama
Loving Annabelle,1,19344,900000,en,12.385,2007-05-24,0,77,6.5,203,Drama
Lucky Number Slevin,0,186,27000000,en,20.886,2006-02-24,56308881,110,7.5,3222,Drama
Madea's Family Reunion,0,16781,6000000,en,10.513,2006-02-24,57231524,110,6.2,148,Drama
Man of the Year,0,9895,20000000,en,10.103,2006-10-09,42472472,115,5.9,325,Comedy
Marie Antoinette,1,1887,40000000,en,18.753,2006-05-24,60474340,123,6.6,2128,Drama
Material Girls,1,10118,0,en,12.935,2006-08-18,11449638,97,5.4,379,Comedy
Miami Vice,0,82,135000000,en,14.067,2006-07-27,163794509,132,5.9,1289,Action
Miss Potter,1,13967,30000000,en,10.465,2006-12-03,35078241,92,6.6,385,Drama
Mission: Impossible III,0,956,150000000,en,27.302,2006-05-03,397850012,126,6.7,5120,Adventure
Monster House,1,9297,75000000,en,48.754,2006-06-30,140175006,91,6.6,3031,Animation
Mukhsin,1,120624,0,ms,1.983,2006-10-26,0,95,6.6,7,Comedy
Mulberry Street,0,17245,60000,en,8.653,2006-05-23,0,84,5.3,92,Horror
Nacho Libre,0,9353,35000000,en,31.691,2006-06-16,99255460,92,6.2,1156,Comedy
Night at the Museum,1,1593,110000000,en,32.182,2006-10-20,574480841,108,6.5,8268,Action
Nina's Heavenly Delights,1,12808,0,en,4.881,2006-09-28,0,94,6.7,32,Romance
Notes on a Scandal,1,1259,15000000,en,10.974,2006-12-25,49469904,92,7.1,630,Drama
Offside,1,52967,0,sv,1.881,2006-08-18,0,0,5.8,13,Drama
On the Trail of Igor Rizzi,0,148340,500000,fr,0.6,2006-09-12,0,91,9.5,2,Drama
Open Season,0,7484,85000000,en,23.534,2006-09-29,197309027,86,6.1,2084,Animation
Over the Hedge,1,7518,80000000,en,22.921,2006-05-17,343397247,83,6.5,3508,Family
The Page Turner,1,8436,0,fr,7.717,2006-08-09,0,85,6.7,96,Drama
The Painted Veil,1,14202,19400000,en,14.262,2006-01-01,26910847,125,7.3,874,Romance
Paprika,1,50270,0,it,46.309,1991-02-13,0,99,6.9,247,Drama
Penelope,1,7985,15000000,en,12.797,2006-03-01,21156270,103,6.7,1174,Fantasy
Perfume: The Story of a Murderer,1,1427,50000000,en,41.185,2006-09-13,132180323,147,7.3,3432,Crime
The Pink Panther,0,936,0,en,14.134,1963-12-18,10878107,115,6.9,726,Comedy
Pirates of the Caribbean: Dead Man's Chest,0,58,200000000,en,99.089,2006-07-06,1065659812,151,7.3,12805,Adventure
Pledge This!,1,19213,8300000,en,8.463,2006-12-01,0,91,3,81,Comedy
Poseidon,0,503,160000000,en,15.008,2006-05-10,181674817,98,5.8,1637,Adventure
Poultrygeist: Night of the Chicken Dead,0,17287,0,en,8.255,2006-12-26,0,103,5.8,112,Horror
The Prestige,0,1124,40000000,en,25.511,2006-10-19,109676311,130,8.2,12377,Drama
Puccini for Beginners,1,20405,0,en,3.992,2006-01-01,89417,82,5.6,24,Comedy
The Pursuit of Happyness,0,1402,55000000,en,33.2,2006-12-14,307077295,117,7.9,7839,Drama
The Queen,1,1165,15000000,en,11.368,2006-09-15,123384128,103,7,948,Drama
Rainbow Song,1,45349,0,ja,2.318,2006-10-28,0,117,7.2,17,Drama
Rang De Basanti,1,7913,2200000,hi,9.491,2006-01-26,11502151,157,7.3,306,Comedy
Red Road,1,11705,0,en,5.155,2006-05-20,1128345,113,6.4,133,Drama
Reprise,0,12197,0,no,4.395,2006-07-03,0,105,6.9,77,Drama
Rocky Balboa,0,1246,24000000,en,23.828,2006-12-20,155721132,102,6.8,2600,Drama
Running with Scissors,1,7510,12000000,en,7.51,2006-10-27,6754898,116,5.9,182,Drama
RV,1,9530,50000000,en,18.451,2006-04-28,87528173,99,5.9,1329,Family
Saw III,1,214,10000000,en,44.987,2006-10-27,163876815,114,6.4,3332,Horror
Scary Movie 4,1,4257,45000000,en,41.413,2006-04-12,178262620,83,5.5,2493,Comedy
The Science of Sleep,1,564339,0,en,0.6,2016-09-01,0,44,0,0,Documentary
Second in Command,0,19167,0,en,11.1,2006-05-02,0,91,5.7,114,Action
The Shaggy Dog,0,10067,50000000,en,13.064,2006-03-09,87134280,98,4.9,453,Comedy
She's the Man,1,9655,20000000,en,27.712,2006-03-17,33889159,105,6.8,2356,Comedy
Sherrybaby,1,13075,2000000,en,8.161,2006-09-08,622806,96,6.4,92,Drama
Shortbus,1,1378,2000000,en,12.919,2006-10-04,5179037,101,6.4,359,Romance
Sideline Secrets,1,51202,0,en,2.904,2006-09-08,0,96,4.8,6,Drama
Silent Hill,1,588,50000000,en,37.345,2006-04-21,97607453,125,6.5,3224,Horror
Slither,1,9035,15000000,en,19.405,2006-03-31,12834936,95,6.5,1078,Horror
Smokin' Aces,1,7516,17000000,en,17.939,2006-12-09,57103895,109,6.5,1245,Action
Snakes on a Plane,1,326,33000000,en,17.75,2006-08-06,62022014,105,5.4,1312,Action
Southland Tales,1,4723,17000000,en,9.536,2007-11-14,374743,144,5,389,Comedy
Starter for 10,0,14055,8,en,10.667,2006-09-13,21,92,6.5,295,Drama
Step Up,1,9762,12000000,en,23.382,2006-08-11,114194847,104,6.9,3145,Music
Stick It,1,10115,0,en,11.373,2006-04-21,0,105,6.8,444,Comedy
Stranger Than Fiction,1,1262,30000000,en,10.202,2006-09-09,53653224,113,7.3,1762,Comedy
Suburban Mayhem,1,13943,0,en,3.453,2006-10-26,0,95,5.9,16,Drama
Superman Returns,0,1452,270000000,en,31.413,2006-06-28,391081192,154,5.7,3272,Science Fiction
Take the Lead,1,12763,30000000,en,12.808,2006-03-17,65742992,108,6.9,565,Comedy
Tales from Earthsea,0,37933,22000000,ja,13.593,2006-07-29,68625104,115,6.6,979,Animation
Talladega Nights: The Ballad of Ricky Bobby,0,9718,72500000,en,15.174,2006-08-04,162966177,107,6.3,1194,Comedy
This Film Is Not Yet Rated,1,16070,0,en,10.443,2006-01-26,302179,98,7.2,269,Documentary
Times and Winds,1,5850,0,tr,2.447,2006-09-29,0,111,7.6,35,Drama
Ultraviolet,0,9920,30000000,en,14.484,2006-03-03,31070211,87,5.2,1202,Science Fiction
The Unknown Woman,1,10886,8000000,it,6.944,2006-10-09,0,118,7.3,241,Thriller
Volver,1,219,12899867,es,12.523,2006-03-16,85582407,121,7.5,1232,Comedy
We Are Marshall,0,11170,65000000,en,12.913,2006-12-12,43545364,124,6.9,501,Drama
Wedding Wars,0,20085,0,en,3.102,2006-12-11,0,88,5.9,20,Drama
Wendy Wu: Homecoming Warrior,1,61717,6000000,en,14.474,2006-06-16,0,90,6.1,337,Family
When a Stranger Calls,1,10053,15000000,en,17.577,2006-02-03,66966987,87,5.7,808,Horror
The Wicker Man,0,16307,810000,en,11.645,1973-12-01,0,94,7.4,908,Horror
The Wind That Shakes the Barley,0,1116,6500000,en,11.202,2006-03-23,22889018,127,7.4,527,Drama
Wordplay,1,35199,0,en,2.979,2006-06-26,0,94,7.1,34,Documentary
World Trade Center,0,1852,65000000,en,14.4,2006-08-09,163247198,129,6.2,1274,Drama
Wristcutters: A Love Story,0,13198,0,en,11.367,2006-01-24,0,88,7,394,Comedy
X-Men: The Last Stand,1,36668,210000000,en,1.595,2006-05-24,459359555,104,6.4,7844,Adventure
"You, Me and Dupree",0,1819,54000000,en,11.053,2006-07-13,130431368,108,5.6,1077,Comedy
The Zombie Diaries,1,25035,1000000,fr,15.938,2006-10-29,0,85,4.4,55,Horror
Zoom,1,14113,75600000,en,25.584,2006-08-11,12506188,83,5.3,472,Family
13 Tzameti,0,6077,0,fr,5.435,2005-09-01,767311,93,7,159,Action
The 40 Year Old Virgin,1,6957,26000000,en,22.282,2005-08-11,177378645,116,6.3,5301,Comedy
A History of Violence,1,59,32000000,en,12.371,2005-09-23,60740827,96,7.2,2357,Drama
Adam's Apples,0,1023,3700000,da,11.005,2005-04-15,0,94,7.5,481,Drama
All the Invisible Children,1,24553,0,fr,4.589,2005-09-01,0,124,7.2,46,Drama
The Amityville Horror,1,10065,19000000,en,31.09,2005-04-14,108047131,90,6.1,1689,Horror
Angel-A,0,11227,15000000,fr,8.143,2005-12-21,9995168,91,6.9,496,Romance
Assault on Precinct 13,1,8978,30000000,en,14.945,2005-01-19,35294470,109,6.1,781,Action
The Aura,0,13653,0,es,7.47,2005-09-15,0,134,7.1,141,Drama
Azumi 2: Death or Love,1,5890,0,ja,13.969,2005-03-12,0,108,6.5,126,Action
Bad Reputation,1,493092,0,en,5.328,2018-09-28,0,95,6.4,21,Documentary
The Ballad of Jack and Rose,1,17113,1500000,en,9.075,2005-03-25,712294,111,6.2,112,Drama
Barbie: Fairytopia,1,13284,0,en,37.285,2005-03-08,0,70,6.7,568,Animation
Batman Begins,0,272,150000000,en,52.905,2005-06-10,374218673,140,7.7,16876,Action
Beauty Shop,1,14177,25000000,en,10.615,2005-06-01,36351350,105,6.1,373,Comedy
Bewitched,1,9722,85000000,en,12.699,2005-06-21,131426169,102,5,1237,Comedy
BloodRayne,1,168705,25000000,en,12.667,2005-10-22,3650275,99,4.2,369,Action
Boogeyman,0,8968,20000000,en,12.516,2005-02-04,67192859,89,5,558,Thriller
Boy Eats Girl,0,27134,5000000,en,4.251,2005-06-07,0,80,5.1,35,Comedy
Boynton Beach Club,1,55831,0,en,3.577,2005-08-05,0,105,5.8,6,Comedy
Bratz: Rock Angelz,1,47599,0,en,10.333,2005-10-04,0,76,6.1,37,Animation
Breakfast on Pluto,0,1420,0,en,11.641,2005-09-03,0,128,7.2,245,Drama
Brokeback Mountain,0,142,14000000,en,23.078,2005-09-10,178043761,134,7.8,5374,Drama
Broken Flowers,1,308,10000000,en,9.545,2005-08-05,46720491,106,6.9,963,Comedy
C.R.A.Z.Y.,1,11421,0,fr,7.359,2005-05-27,3692417,127,7.6,330,Drama
The Call of Cthulhu,0,20981,50000,en,7.349,2005-01-01,0,47,7.2,99,Horror
Capote,1,398,7000000,en,9.488,2005-09-30,49327405,114,7,1071,Crime
Casanova,1,9681,0,en,11.162,2005-12-25,37691644,112,6.5,714,Adventure
Chandramukhi,0,53122,0,ta,3.013,2005-04-14,0,164,6.9,45,Comedy
Charlie and the Chocolate Factory,1,118,150000000,en,126.176,2005-07-13,474968763,115,7,11943,Adventure
Chicken Little,0,9982,150000000,en,27.491,2005-11-04,314432665,81,5.9,3087,Animation
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1,411,180000000,en,103.071,2005-12-07,745013115,143,7.1,8244,Adventure
Cinderella Man,0,921,88000000,en,18.442,2005-06-02,108539911,144,7.5,1667,Romance
Coach Carter,1,7214,30000000,en,27.099,2005-01-14,76669806,136,7.5,1997,Drama
The Constant Gardener,1,1985,25000000,en,13.483,2005-08-31,82466670,129,7,1081,Drama
Constantine,0,561,100000000,en,57.168,2005-02-08,230884728,121,7,5256,Fantasy
Conversations with Other Women,0,15624,450000,en,7.794,2006-06-07,973525,84,6.3,107,Drama
Corpse Bride,1,3933,40000000,en,104.183,2005-09-12,118090836,77,7.5,6783,Romance
Cursed,1,10012,35000000,en,49.255,2005-02-25,19294901,97,5.5,496,Horror
Dark Water,1,9009,30000000,en,13.706,2005-07-08,49483352,105,5.5,748,Horror
Dear Wendy,0,10913,0,en,7.308,2005-02-04,0,105,5.7,90,Comedy
The Descent,1,9392,3500000,en,19.897,2005-07-08,57051053,99,7,2812,Adventure
The Devil's Rejects,1,1696,7000000,en,13.057,2005-07-22,19246174,107,6.8,1041,Drama
Die You Zombie Bastards!,0,25422,150000,en,2.515,2005-02-01,0,99,3.8,10,Comedy
Domino,1,455957,7800000,en,18.72,2019-05-31,0,89,4.7,204,Thriller
Elektra,1,9947,43000000,en,16.261,2005-01-13,56681566,97,5,1846,Action
Elizabethtown,1,9621,57000000,en,11.395,2005-10-14,52164016,123,6.2,877,Comedy
Enron: The Smartest Guys in the Room,0,13020,0,en,10.846,2005-04-22,0,110,7.3,198,Documentary
The Exorcism of Emily Rose,1,8643,19000000,en,30.741,2005-09-09,145166804,122,6.5,2124,Crime
Factotum,0,10475,0,en,7.311,2005-04-25,0,94,6.3,149,Comedy
Fantastic Four,0,166424,120000000,en,55.391,2015-08-05,167977596,100,4.4,4950,Action
Final Fantasy VII: Advent Children,1,647,0,ja,16.963,2005-07-14,0,101,7.1,836,Animation
Flightplan,1,9315,55000000,en,13.779,2005-09-22,223387299,98,6.4,1973,Thriller
The Fog,1,790,1000000,en,16.396,1980-02-08,21378361,89,6.7,1021,Horror
Four Brothers,0,8292,45000000,en,22.759,2005-08-11,92374674,109,6.7,1569,Action
Free Zone,1,7483,0,en,3.612,2005-04-18,0,90,5.4,38,Drama
Fun with Dick and Jane,1,7552,100000000,en,16.765,2005-12-21,202026112,90,6.2,1852,Comedy
Funky Forest: The First Contact,1,21136,0,ja,3.273,2005-10-25,0,150,6.5,34,Comedy
"Good Night, and Good Luck.",0,3291,7000000,en,10.53,2005-09-16,54600000,93,7.1,715,Drama
Happy Endings,1,14922,0,en,8.024,2005-01-20,0,128,5.8,78,Comedy
Hard Candy,1,2652,950000,en,14.153,2005-01-14,7022209,103,6.8,1997,Drama
Harry Potter and the Goblet of Fire,0,674,150000000,en,229.55,2005-11-16,895921036,157,7.8,16365,Adventure
Hate Crime,0,32671,0,en,3.947,2005-01-14,40758,104,5.8,17,Drama
Herbie Fully Loaded,1,11451,50000000,en,20.519,2005-06-22,66002004,100,5.6,1828,Comedy
Hide and Seek,1,11096,30000000,en,19.48,2005-01-27,122650962,101,6.4,1236,Horror
Hitch,0,8488,70000000,en,21.758,2005-02-11,368100420,118,6.5,4638,Comedy
The Hitchhiker's Guide to the Galaxy,0,7453,50000000,en,19.954,2005-04-28,104478416,109,6.7,3135,Adventure
Hoodwinked!,1,10982,15000000,en,15.95,2005-12-16,51053787,82,6.2,1389,Animation
Hostel,0,1690,4800000,en,35.202,2006-01-06,81979826,94,5.9,2757,Horror
House of the Dead 2,1,29293,6000000,en,8.099,2006-02-11,0,95,4.5,87,TV Movie
House of Wax,0,10066,40000000,en,41.308,2005-04-30,68766121,113,5.9,2222,Horror
Ice Princess,1,13374,25000000,en,15.268,2005-03-17,27645491,98,6.4,748,Family
In Her Shoes,1,11931,0,en,11.353,2005-10-07,83073883,130,6.1,979,Comedy
Into Great Silence,0,11225,0,de,2.332,2005-09-04,0,162,7.3,22,Documentary
The Island,1,1635,126000000,en,24.038,2005-07-21,162949164,136,6.7,4328,Action
Isolation,0,25967,5000000,en,5.984,2005-09-10,0,95,5.5,133,Horror
The Jacket,0,9667,29000000,en,14.207,2005-03-04,21733230,103,6.9,1112,Thriller
Jarhead,0,25,72000000,en,19.088,2005-11-04,97076152,123,6.6,2143,Drama
Junebug,1,1444,1000000,en,12.062,2005-08-03,0,106,6.8,156,Comedy
Just Like Heaven,1,9007,58000000,en,19.268,2005-09-16,102854431,95,6.9,1809,Fantasy
Just Sex and Nothing Else,0,25902,0,hu,0.6,2005-12-08,0,97,6.1,7,Drama
Keeping Mum,1,9687,169000,en,10.605,2005-12-02,18564702,103,6.6,429,Comedy
Kids in America,1,21246,0,en,4.832,2005-10-21,0,91,5.9,36,Comedy
King Kong,0,254,207000000,en,36.422,2005-12-12,562363449,187,6.8,6298,Adventure
Kingdom of Heaven,0,1495,130000000,en,26.314,2005-05-03,218122627,144,6.8,3109,Drama
Kinky Boots,1,16367,10000000,en,15.745,2005-08-30,9950133,107,6.7,257,Comedy
Kiss Kiss Bang Bang,0,5236,15000000,en,11.543,2005-09-05,15785148,103,7.2,2050,Comedy
Kronk's New Groove,1,13417,0,en,25.698,2005-12-05,0,75,6.4,965,Animation
The Legend of Zorro,0,1656,75000000,en,18.03,2005-10-24,142400065,129,6.1,2303,Action
Legion of the Dead,1,31541,500000,en,3.886,2005-08-09,0,85,5,13,Horror
Linda Linda Linda,1,27337,0,ja,6.301,2005-07-23,0,114,7.3,69,Comedy
Little Fish,1,586791,0,en,17.641,2021-02-05,39053,101,7.2,73,Romance
Little Manhattan,1,16553,385373,en,16.227,2005-09-26,1117920,84,7.1,568,Comedy
The Longest Yard,0,9291,82000000,en,27.241,2005-05-27,190320568,113,6.6,2513,Comedy
Lord of War,0,1830,50000000,en,26.603,2005-09-16,72617068,122,7.3,3493,Crime
Lords of Dogtown,0,9787,25000000,en,11.217,2005-06-03,13411957,107,7.1,569,Drama
Madagascar,0,953,75000000,en,95.497,2005-05-25,542063846,86,6.9,8696,Family
Man of the House,1,13498,40000000,en,15.066,2005-02-25,21577624,100,5.7,352,Comedy
Match Point,1,116,15000000,en,20.087,2005-10-26,85306374,124,7.3,3244,Drama
Me and You and Everyone We Know,1,1382,0,en,9.567,2005-06-17,0,91,7,236,Comedy
Memoirs of a Geisha,1,1904,85000000,en,25.814,2005-12-06,162242962,146,7.7,2233,Drama
MirrorMask,1,14517,4000000,en,8.259,2005-01-25,866999,101,6.5,243,Fantasy
Monster-in-Law,0,4379,43000000,en,16.541,2005-05-13,154749918,101,6.2,1293,Romance
The Mostly Unfabulous Social Life of Ethan Green,1,33358,0,en,3.436,2005-04-29,152810,88,5.3,29,Comedy
Mrs Palfrey at The Claremont,1,47880,750000,en,3.425,2005-11-25,1720953,108,6.8,24,Comedy
Munich,0,612,70000000,en,14.629,2005-12-23,130358911,164,7.1,1935,Drama
The Muppets' Wizard of Oz,1,20910,0,en,9.053,2005-05-20,0,87,5.2,100,Family
Must Love Dogs,0,11648,30000000,en,13.41,2005-07-21,58405313,98,5.9,367,Romance
Nana,1,29657,0,ja,9.401,2005-09-03,0,113,6.4,65,Romance
The New World,1,11400,30000000,en,10.884,2005-12-25,30536013,151,6.6,877,Drama
Nine Lives,1,322240,30000000,en,18.289,2016-08-03,57814445,87,5.7,860,Fantasy
North Country,1,9701,35000000,en,11.85,2005-02-12,25224242,126,7.2,446,Drama
Oliver Twist,0,257,50000000,en,13.177,2005-09-23,42580321,130,6.7,946,Crime
The Pacifier,1,10022,56000000,en,22.401,2005-03-04,198636868,95,6,2437,Comedy
Paradise Now,0,67,2000000,en,6.678,2005-02-14,3395627,90,7,174,Thriller
The Perfect Man,1,15648,0,en,11.676,2005-06-17,0,100,6.1,653,Comedy
The Pleasure Drivers,1,31097,0,en,4.104,2006-06-28,0,99,5.8,9,Action
"The Prize Winner of Defiance, Ohio",1,27176,0,en,7.012,2005-09-28,0,99,6.8,60,Drama
The Producers,0,9899,45000000,en,10.495,2005-12-25,38058335,134,6.2,360,Comedy
The Proposition,0,16608,2000000,en,11.955,2005-10-06,5048693,104,7.1,470,Action
Red Eye,1,11460,26000000,en,19.207,2005-08-19,57891803,85,6.3,1367,Horror
Rent,1,1833,40000000,en,14.679,2005-11-17,31670620,135,6.8,449,Drama
The Ring Two,1,10320,50000000,en,36.044,2005-03-17,161451538,110,5.7,1788,Drama
Robots,0,9928,75000000,en,27.437,2005-03-10,262511490,91,6.4,3635,Animation
Rumor Has It...,1,2800,70000000,en,13.074,2005-12-22,88933562,97,5.6,902,Comedy
Saw II,1,215,4000000,en,47.367,2005-10-28,152925093,89,6.6,3975,Horror
Say Uncle,0,123879,650000,en,3.711,2005-07-10,0,91,4.6,11,Drama
Separate Lies,0,38583,0,en,4.94,2005-09-16,0,85,5.7,40,Romance
Serenity,1,16320,39000000,en,16.62,2005-09-03,38869464,119,7.4,2741,Science Fiction
Shopgirl,0,2610,10284523,en,10.569,2005-10-21,11588205,104,5.8,192,Comedy
Sin City,1,187,40000000,en,26.988,2005-04-01,158733820,124,7.4,6466,Thriller
Single White Female 2: The Psycho,1,35683,2000000,en,5.533,2005-10-25,0,93,4.6,37,Thriller
The Sisterhood of the Traveling Pants,1,9779,25000000,en,11.415,2005-06-01,39053061,119,6.5,1091,Drama
Sisters in Law,1,87943,0,en,1.052,2005-09-03,0,104,6.6,7,Documentary
The Skeleton Key,1,9913,43000000,en,15.241,2005-07-29,93983911,104,6.6,1579,Drama
Sky High,1,11459,35000000,en,31.882,2005-07-29,86369815,100,6.2,1842,Adventure
Son of the Mask,0,10214,84000000,en,33.719,2005-02-18,0,94,4.2,1372,Fantasy
The Squid and the Whale,0,10707,1500000,en,9.375,2005-10-05,11098131,81,7,678,Comedy
Star Wars: Episode III - Revenge of the Sith,0,1895,113000000,en,30.534,2005-05-17,850000000,140,7.4,10855,Science Fiction
