title,BT_score.1_is_Pass,TMDB_ID,budget,language,popularity,year,revenue,runtime,TMDB_rating,votes,primary_genre
Star Wars: Revelations,1,890826,0,en,1.576,2005-04-16,0,47,6,1,Action
Stealth,0,10048,135000000,en,13.036,2005-07-27,76932943,121,5.3,747,Science Fiction
Strangers with Candy,1,13141,0,en,8.573,2006-07-28,0,97,5.6,62,Comedy
Survival Island,0,9753,9000000,en,19.237,2006-05-05,0,95,5.1,158,Thriller
Sweet Land,1,31048,0,en,4.309,2005-10-21,0,110,6.3,34,Drama
Swimmers,1,230358,0,en,1.372,2005-01-22,0,90,6.5,6,Drama
Thank You for Smoking,0,9388,6500000,en,12.891,2006-03-17,24793509,92,7.2,1632,Comedy
The Three Burials of Melquiades Estrada,1,8053,15000000,en,9.638,2005-11-17,12036149,121,7.1,445,Adventure
Tickets,0,57251,0,it,3.004,2005-03-25,0,109,6.6,33,Comedy
Tideland,1,11559,12000000,en,9.253,2005-09-09,566611,120,6.5,403,Fantasy
Transamerica,1,546,1000000,en,7.221,2005-12-23,13350369,103,7.1,359,Drama
Transporter 2,0,9335,32000000,en,30.588,2005-08-03,89083229,87,6.3,2734,Action
Turtles Are Surprisingly Fast Swimmers,1,36175,0,ja,2.731,2005-07-02,0,90,6.1,21,Comedy
Twitches,0,21481,20000000,en,32.301,2005-10-14,0,86,6.7,402,Comedy
Urban Legends: Bloody Mary,1,10292,3500000,en,17.856,2005-07-19,0,93,5,193,Horror
V for Vendetta,1,752,54000000,en,29.22,2006-02-23,132511035,132,7.9,11704,Action
Valiant,0,14175,35000000,en,13.73,2005-03-25,61746888,76,5.5,693,Family
Vampire Bats,1,96235,0,en,5.031,2005-10-30,0,120,4.6,18,Horror
Waiting...,1,7553,3000000,en,18.891,2005-10-07,18637690,94,6.3,564,Comedy
Walk the Line,1,69,28000000,en,13.292,2005-09-13,186797986,136,7.5,2187,Drama
Wallace & Gromit: The Curse of the Were-Rabbit,0,533,30000000,en,19.17,2005-09-04,192610372,85,7,1987,Adventure
War of the Worlds,1,74,132000000,en,30.622,2005-06-28,603873119,117,6.5,6552,Adventure
Wedding Crashers,1,9522,40000000,en,13.484,2005-07-13,285176741,119,6.5,3504,Comedy
The Wedding Date,1,6961,15000000,en,13.65,2005-02-04,47175038,88,6.8,942,Comedy
West Bank Story,0,31073,0,en,1.96,2005-01-01,0,21,5.8,10,Comedy
Where the Truth Lies,1,9729,25000000,en,8.3,2005-10-07,0,107,6.2,192,Drama
White Noise,0,11804,10000000,en,11.14,2005-01-07,91196419,101,5.6,629,Drama
Wild Things: Diamonds in the Rough,1,17124,0,en,12.406,2005-02-19,0,87,5,91,Crime
Wolf Creek,1,9885,1000000,en,12.914,2005-09-16,27762648,104,6.2,817,Horror
Zathura: A Space Adventure,0,6795,65000000,en,40.009,2005-11-06,65079104,101,6.4,2527,Family
13 Going on 30,1,10096,37000000,en,25.1,2004-04-13,96455697,98,6.7,4047,Comedy
2046,1,844,12000000,zh,12.259,2004-09-29,19271312,128,7.2,593,Fantasy
3-Iron,0,1280,0,ko,21.248,2004-10-15,3403957,88,7.8,832,Drama
50 First Dates,0,1824,75000000,en,29.109,2004-02-13,196482882,99,6.8,5819,Comedy
9 Songs,0,27,1000000,en,27.218,2004-05-16,1574623,70,5.6,348,Drama
A Cinderella Story,1,11247,19000000,en,39.503,2004-07-10,70067909,95,6.5,2631,Comedy
A Dirty Shame,1,13702,15000000,en,13.236,2004-09-12,1914166,89,5.4,202,Comedy
A Good Woman,1,15184,0,en,9.718,2004-09-15,0,94,6.2,123,Comedy
A Love Song for Bobby Long,1,9953,0,en,9.541,2004-09-02,1841260,119,6.8,268,Drama
A Separate Peace,0,75160,4600000,en,2.25,2004-09-12,0,92,5.7,3,Drama
Ae Fond Kiss...,0,1404,0,en,6.461,2004-02-13,0,104,6.7,72,Drama
After the Sunset,1,10589,60000000,en,13.356,2004-11-12,61347797,97,6.1,547,Action
Alexander,0,1966,155000000,en,18.742,2004-11-21,167298192,175,5.9,2618,War
All the Ships at Sea,1,139240,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchorman: The Legend of Ron Burgundy,1,8699,26000000,en,16.113,2004-07-09,90574188,95,6.7,3268,Comedy
Around the World in 80 Days,0,10204,110000000,en,17.377,2004-06-16,72178895,120,5.9,1928,Action
The Assassination of Richard Nixon,0,842,0,en,9.96,2004-05-17,3537961,95,6.6,219,Drama
The Aviator,0,2567,110000000,en,22.122,2004-12-17,213700000,170,7.2,4150,Drama
AVP: Alien vs. Predator,1,395,70000000,en,28.444,2004-08-12,177427090,101,5.9,3303,Adventure
Before Sunset,0,80,2700000,en,13.489,2004-02-10,15992615,80,7.8,2478,Drama
Before the Fall,0,416480,0,en,4.175,2017-04-21,0,100,6.2,18,Comedy
Being Julia,1,18701,18000000,en,9.473,2004-09-03,14339171,104,6.6,67,Comedy
Bionicle 2: Legends of Metru Nui,0,21379,0,en,5.227,2004-10-21,0,72,6.2,68,Action
Blade: Trinity,1,36648,65000000,en,26.774,2004-12-08,128905366,123,5.9,2998,Action
Blessed,1,20695,0,en,3.629,2004-05-16,0,98,5,29,Thriller
Born Into Brothels: Calcutta's Red Light Kids,1,1392,350000,en,7.907,2004-12-08,3529201,85,7,153,Documentary
The Bourne Supremacy,0,2502,75000000,en,22.558,2004-07-23,288500217,108,7.3,5998,Action
Bratz the Video: Starrin' & Stylin',1,60382,0,en,4.136,2004-08-03,0,59,6.3,16,Family
Bridget Jones: The Edge of Reason,1,9801,40000000,en,14.924,2004-11-10,262500000,108,6.3,2254,Comedy
The Butterfly Effect,0,1954,13000000,en,34.126,2004-01-22,96060858,113,7.5,5756,Science Fiction
Catwoman,1,314,100000000,en,23.414,2004-07-22,82102379,104,4.6,2623,Action
Cellular,1,9759,25000000,en,15.781,2004-09-06,56422687,94,6.4,1460,Action
Christmas with the Kranks,1,13673,60000000,en,49.304,2004-11-24,0,99,6,774,Comedy
The Chronicles of Riddick,0,2789,105000000,en,14.662,2004-06-11,115772733,119,6.5,3170,Action
Closer,1,2288,27000000,en,14.591,2004-12-01,115505027,104,6.8,2557,Drama
Connie and Carla,1,15673,20000000,en,10.953,2004-04-16,11341016,98,6.1,67,Music
Crash,1,884,9000000,en,14.969,1996-07-17,0,100,6.6,708,Drama
Creep,1,250574,0,en,14.089,2014-06-23,0,82,6.4,958,Horror
Crimes of Fashion,1,36290,0,en,4.696,2004-01-01,0,90,4.6,29,Action
Cube Zero,1,438,825000,en,15.278,2004-10-10,0,97,5.7,755,Mystery
D.E.B.S.,1,540,3500000,en,19.756,2004-01-21,0,91,6.3,382,Action
Dawn of the Dead,1,924,28000000,en,36.535,2004-03-19,102356381,101,7,2965,Action
The Day After Tomorrow,1,435,125000000,en,26.072,2004-05-26,544272402,124,6.5,6302,Action
Dead Man's Shoes,0,12877,0,en,9.392,2004-09-29,0,90,7.2,382,Drama
Dear Frankie,1,8981,0,en,8.111,2004-05-18,1656829,105,7,142,Drama
Dirty Dancing: Havana Nights,1,10677,25000000,en,11.594,2004-02-27,27685016,86,6.4,529,Drama
The Door in the Floor,0,1944,7500000,en,9.374,2004-07-18,6715067,111,6.1,146,Drama
Double Dare,1,19416,0,en,4.47,2004-03-13,0,81,6.9,20,Documentary
Duck Season,0,34207,0,es,2.455,2004-10-22,0,90,6.9,45,Comedy
The Edukators,1,276,0,de,11.738,2004-10-25,0,127,7.2,250,Drama
Ella Enchanted,1,14442,31000000,en,52.331,2004-04-09,27388767,96,6.4,1486,Family
Eternal Sunshine of the Spotless Mind,0,38,20000000,en,48.134,2004-03-19,72258126,108,8.1,11688,Science Fiction
Eulogy,1,16358,6500000,en,8.335,2004-10-15,89781,91,6.5,91,Comedy
EuroTrip,0,9352,25000000,en,22.135,2004-02-20,20796847,93,6.5,1882,Comedy
The Final Cut,0,11099,0,en,10.782,2004-10-15,548039,95,6,520,Drama
Finding Neverland,1,866,25000000,en,12.5,2004-10-17,116766556,106,7.3,3008,Drama
Flight of the Phoenix,0,11866,45000000,en,11.984,2004-12-17,21009180,113,6,647,Action
G.O.R.A.,0,27275,0,tr,10.183,2004-11-12,0,127,7.2,184,Adventure
Garden State,1,401,2500000,en,9.094,2004-07-28,26781723,102,7.1,1403,Comedy
Ginger Snaps 2: Unleashed,1,10361,0,en,16.354,2004-01-30,0,94,6.5,223,Drama
Gladiatress,1,20125,0,en,3.313,2004-08-19,0,89,4,12,Comedy
The Grudge,1,1970,10000000,en,36.629,2004-10-22,183474602,92,5.9,2290,Horror
Hana and Alice,1,27799,0,ja,5.825,2004-03-13,0,135,6.9,65,Drama
Hellboy,0,456740,50000000,en,42.7,2019-04-10,44664690,120,5.5,2595,Fantasy
The Holy Girl,1,44413,1400000,es,4.53,2004-05-06,0,106,6.7,66,Drama
Home on the Range,1,13700,110000000,en,44.937,2004-04-02,103951461,76,6,1577,Animation
House of D,0,24363,0,en,9.226,2004-05-07,0,97,6.2,93,Comedy
"I, Robot",0,2048,120000000,en,31.19,2004-07-15,347234916,115,6.9,9570,Action
In Good Company,0,1901,0,en,11.003,2004-12-29,0,109,6,492,Comedy
In Search of Santa,1,33137,2000000,en,3.659,2004-11-23,0,80,4.6,6,Animation
The Incredibles,1,9806,92000000,en,110.611,2004-10-27,631442092,115,7.7,14553,Action
Innocence,1,286971,0,en,4.449,2013-09-05,0,96,4.1,35,Thriller
Iron Jawed Angels,1,49007,0,en,7.495,2004-01-16,0,125,7.2,59,Drama
Jennifer's Shadow,1,35949,0,en,3.127,2004-01-01,0,96,4.3,6,Horror
Jersey Girl,0,9541,35000000,en,12.638,2004-03-25,35492921,102,6.1,788,Comedy
Kill Bill: Vol. 2,1,393,30000000,en,31.177,2004-04-16,152159461,136,7.9,11179,Action
Kinsey,1,11184,11000000,en,12.175,2004-09-04,17050017,118,6.7,333,Drama
Kung Fu Hustle,0,9470,20000000,cn,29.946,2004-02-10,101434304,99,7.4,1978,Action
Ladies in Lavender,1,9528,0,en,10.944,2004-11-12,20377075,104,6.4,96,Drama
Layer Cake,0,4836,6500000,en,10.999,2004-09-30,11850214,105,7,1486,Drama
Lemony Snicket's A Series of Unfortunate Events,1,11774,140000000,en,19.891,2004-12-16,209073645,108,6.8,4163,Adventure
The Librarian: Quest for the Spear,1,14207,0,en,13.693,2004-07-12,0,106,6.2,480,Adventure
The Life Aquatic with Steve Zissou,0,421,50000000,en,15.009,2004-12-10,34808403,119,7.2,2118,Adventure
M. Kumaran S/O Mahalakshmi,0,63816,0,ta,5.486,2004-09-03,0,166,6.8,17,Romance
The Machinist,0,4553,5000000,en,16.582,2004-02-09,8203235,101,7.5,4065,Thriller
Mango Kiss,1,49643,0,en,0.983,2004-04-24,0,84,3.8,3,Romance
Maria Full of Grace,1,436,3000000,es,12.134,2004-01-18,12450821,101,7.3,284,Drama
Marseille,1,375809,0,fr,5.991,2016-03-16,0,0,5,113,Drama
Mean Girls,1,10625,17000000,en,58.635,2004-04-30,129042871,97,7.2,6899,Comedy
Meet the Fockers,1,693,80000000,en,18.447,2004-12-22,516642939,115,6.2,3811,Comedy
"Mickey, Donald, Goofy: The Three Musketeers",0,21385,0,en,23.72,2004-08-04,0,68,6.7,694,Adventure
Million Dollar Baby,1,70,30000000,en,23.894,2004-12-15,216763646,132,8,7502,Drama
Mindhunters,0,16617,27000000,en,14.7,2004-05-07,21148829,106,6.5,855,Mystery
Mulan II,1,12242,0,en,52.568,2004-11-03,0,79,6.5,1887,Animation
My Summer of Love,1,9709,0,en,12.424,2005-05-05,0,86,6.1,181,Drama
Mysterious Skin,0,11171,0,en,10.243,2004-05-20,1524966,108,7.5,665,Drama
Napoleon Dynamite,0,8193,400000,en,10.684,2004-06-11,46118097,95,6.8,1355,Comedy
Naruto the Movie: Ninja Clash in the Land of Snow,1,16907,0,ja,50.972,2004-08-21,0,82,7.2,338,Comedy
National Treasure,0,2059,100000000,en,25.08,2004-11-19,347512318,131,6.6,5007,Adventure
Nemmeno il destino,0,142689,1523280,en,0.6,2004-11-05,0,110,10,1,Drama
New York Minute,1,11025,30000000,en,11.535,2004-05-07,21289826,91,6.1,719,Comedy
Nina,1,360389,0,en,8.204,2016-04-22,0,90,5.4,69,Drama
The Notebook,1,11036,29000000,en,50.928,2004-06-25,115603229,123,7.9,9162,Romance
Notre musique,0,26347,0,fr,2.623,2004-05-19,0,80,6.7,28,Drama
Ocean's Twelve,0,163,110000000,en,27.591,2004-12-09,362744280,125,6.5,5782,Thriller
One Point O,0,17110,0,en,5.793,2004-03-19,0,92,5.9,86,Drama
Palindromes,0,13073,0,en,8.935,2004-09-03,809686,100,6.4,121,Comedy
The Passion of the Christ,1,615,30000000,en,73.668,2004-02-25,611899420,127,7.4,3177,Drama
The Perfect Score,1,13505,0,en,16.905,2004-01-30,0,93,5.8,375,Comedy
The Phantom of the Opera,0,9833,70000000,en,15.972,2004-12-08,154648887,143,7.3,1264,Thriller
The Place Promised in Our Early Days,0,12924,0,ja,9.699,2004-11-20,0,91,6.6,368,Animation
The Polar Express,0,5255,165000000,en,109.019,2004-11-10,310634054,100,6.7,4784,Animation
Primer,0,14337,7000,en,14.147,2004-10-08,545436,77,6.9,1609,Science Fiction
The Princess Diaries 2: Royal Engagement,1,11130,40000000,en,31.856,2004-08-06,134734481,113,6.6,2650,Comedy
The Punisher,0,7220,33000000,en,32.027,2004-04-15,54700105,124,6.3,2110,Action
Puppet Master vs Demonic Toys,1,26962,0,en,5.672,2004-12-18,0,88,4.5,41,Horror
Raise Your Voice,1,14024,15000000,en,14.889,2004-08-10,14867514,103,6.5,710,Music
Raising Helen,1,4599,50000000,en,12.092,2004-05-27,49718611,119,6.1,555,Drama
Ray,1,1677,40000000,en,12.804,2004-10-29,124731534,152,7.4,1439,Drama
Resident Evil: Apocalypse,1,1577,45000000,en,33.45,2004-09-10,129394835,94,6.4,3286,Horror
Saved!,1,13193,0,en,9.61,2004-01-21,0,92,6.5,358,Comedy
Saving Face,1,19316,0,en,8.035,2004-09-12,0,97,7.3,132,Comedy
Saw,0,176,1200000,en,60.041,2004-10-01,103911669,103,7.4,7024,Horror
The Sea Inside,1,1913,12806000,es,10.13,2004-09-03,38535221,125,7.6,678,Drama
Secret Window,0,1586,40000000,en,23.111,2004-03-12,92913171,96,6.6,2836,Mystery
Shark Tale,0,10555,75000000,en,62.992,2004-09-20,367275019,90,6,5225,Animation
Shaun of the Dead,1,747,4000000,en,25.365,2004-04-09,30332385,99,7.5,6570,Horror
She Hate Me,0,20912,8000000,en,11.186,2004-07-30,365134,139,5.3,74,Comedy
Shrek 2,1,809,150000000,en,139.385,2004-05-19,928760770,93,7.2,9402,Animation
Sideways,1,9675,16000000,en,11.766,2004-10-22,109502303,127,7,1207,Comedy
Skeleton Man,1,56527,0,en,4.253,2004-03-01,0,89,3.1,22,Horror
Sky Captain and the World of Tomorrow,1,5137,70000000,en,12.94,2004-09-17,57958696,107,5.8,961,Mystery
Sleepover,1,9893,10000000,en,10.424,2004-07-09,10143022,89,5.9,381,Family
Soul Plane,1,12657,16000000,en,18.68,2004-05-28,14822346,86,5.3,303,Romance
Spanglish,1,2539,80000000,en,13.835,2004-12-17,55041367,130,6,1016,Comedy
Speak,1,15058,1000000,en,10.644,2004-01-20,0,89,6.8,335,Drama
Spider-Man 2,0,558,200000000,en,132.823,2004-06-25,783766341,127,7.1,11635,Action
The SpongeBob SquarePants Movie,1,11836,30000000,en,75.551,2004-11-14,140161792,87,6.9,2160,Family
Stage Beauty,0,26108,0,en,6.932,2004-09-03,776691,106,6.7,97,Comedy
The Stepford Wives,1,9890,90000000,en,13.09,2004-06-10,102000000,93,5.7,1030,Comedy
Stop Mom Theresa!,0,143961,0,en,1.74,2004-12-16,0,127,3,1,Comedy
Stuck in the Suburbs,1,115626,0,en,8.436,2004-07-16,0,76,5.8,174,Family
Swades,1,15774,2900000,hi,7.504,2004-12-17,4800000,189,7.4,221,Drama
Taking Lives,0,11081,45000000,en,12.54,2004-03-19,65470529,103,6.4,1175,Action
Team America: World Police,0,3989,32000000,en,12.531,2004-01-14,50907422,98,6.7,1419,Adventure
The Terminal,0,594,60000000,en,31.804,2004-06-17,219417255,128,7.3,6040,Comedy
They Came Back,1,65513,0,fr,4.502,2004-10-27,0,102,5.6,69,Drama
The Third Society,0,28633,0,en,0.6,2002-10-05,0,73,0,0,Action
Tropical Malady,0,11534,0,th,5.581,2004-06-24,0,114,6.8,80,Drama
Troy,0,652,175000000,en,47.355,2004-05-03,497409852,163,7.1,8075,Adventure
Van Helsing,1,7131,160000000,en,35.782,2004-05-05,300257475,132,6.3,4604,Horror
Veer-Zaara,1,4251,7000000,hi,9.953,2004-11-12,29385320,192,7.4,188,Drama
Vera Drake,1,11109,11000000,en,11.929,2004-10-22,13300000,125,7.2,246,Drama
The Village,1,6947,60000000,en,23.981,2004-07-30,256697520,108,6.4,3157,Drama
Walking Tall,0,11358,56000000,en,21.001,2004-04-02,57223890,86,6.3,1131,Adventure
White Chicks,1,12153,37000000,en,75.096,2004-06-23,113086475,109,6.9,2753,Comedy
The Whole Ten Yards,0,2122,40000000,en,12.04,2004-04-07,26155781,98,5.7,714,Comedy
Wimbledon,1,11823,31000000,en,9.487,2004-09-13,41512007,98,6.2,766,Comedy
Without a Paddle,1,10762,19000000,en,11.848,2004-08-20,69631118,95,5.5,472,Comedy
2 Fast 2 Furious,0,584,76000000,en,7.022,2003-06-05,236350661,108,6.4,5652,Action
2LDK,1,24092,0,ja,4.806,2003-04-11,0,70,7.2,55,Comedy
An Unexpected Love,1,125233,0,en,3.332,2003-03-24,0,90,5.4,13,Drama
Anger Management,0,9506,75000000,en,23.303,2003-04-11,195745823,106,6.1,2397,Comedy
April's Shower,1,25608,0,en,3.429,2003-10-15,0,98,4.5,9,Comedy
Avenue Q,0,741988,0,en,0.6,2003-07-31,0,0,8.3,2,Comedy
Azumi,0,5889,0,ja,11.22,2003-05-10,0,128,6.9,237,Adventure
Bad Boys II,0,8961,130000000,en,41.166,2003-07-18,273339556,147,6.6,4243,Adventure
Bad Santa,0,10147,23000000,en,19.072,2003-11-26,76488889,92,6.5,1609,Drama
The Barbarian Invasions,1,11042,8000000,fr,11.218,2003-05-21,3432342,99,7.1,270,Comedy
Barbie of Swan Lake,1,15016,0,en,48.91,2003-09-27,0,81,7,877,Animation
Basic,1,10782,50000000,en,13.13,2003-04-18,42792561,98,6.5,764,Action
The Best of Youth,1,11659,0,it,8.899,2003-06-22,2693053,366,8.2,394,Drama
Big Fish,0,587,70000000,en,21.352,2003-12-25,123218424,125,7.8,5852,Adventure
Brother Bear,0,10009,128000000,en,85.408,2003-10-23,250397798,85,7.2,4318,Adventure
The Brown Bunny,1,12703,10000000,en,9.332,2004-04-07,365734,93,5.5,156,Drama
Bruce Almighty,1,310,80000000,en,34.955,2003-05-23,484592874,101,6.7,8774,Fantasy
Calendar Girls,1,8696,10000000,en,13.167,2003-09-02,96542059,108,6.6,278,Drama
The Cat in the Hat,1,10588,109000000,en,65.735,2003-11-21,133818283,82,5.3,1248,Family
Charlie's Angels: Full Throttle,1,9471,120000000,en,25.922,2003-06-27,259175788,106,5.5,2439,Action
Cheaper by the Dozen,0,11007,40000000,en,20.22,2003-12-24,190212113,98,6.3,2251,Comedy
Coffee and Cigarettes,1,883,0,en,10.212,2003-09-05,7897645,96,7.1,662,Comedy
Cold Mountain,1,2289,79000000,en,15.11,2003-12-24,173013509,154,6.9,1368,Adventure
The Core,1,9341,60000000,en,20.236,2003-03-28,74208267,136,5.7,1334,Action
Cradle 2 the Grave,0,10623,25000000,en,20.1,2003-02-28,56489558,101,6.1,660,Action
Daddy Day Care,1,10708,60000000,en,15.076,2003-05-09,164433867,92,5.9,1675,Comedy
Daredevil,0,9480,78000000,en,26.034,2003-02-14,179179718,103,5.2,3991,Fantasy
Darkness Falls,0,10727,0,en,20.563,2003-01-24,0,86,5.5,429,Thriller
Dies irae,0,416386,0,fr,0.983,2003-10-01,0,14,7.9,10,Comedy
Dogville,1,553,10000000,en,12.498,2003-05-19,16680836,178,7.8,1845,Crime
Dreamcatcher,0,793002,0,en,106,2021-03-05,0,90,6.4,75,Horror
The Dreamers,0,1278,15000000,en,23.425,2003-09-01,15121165,112,7.3,2236,Drama
Elephant,1,1807,3000000,en,14.457,2003-09-20,10012022,82,7.1,1365,Crime
Elf,0,10719,32000000,en,30.256,2003-10-09,173398518,97,6.6,2983,Comedy
Fear X,0,37696,0,en,7.362,2003-01-13,0,91,5.7,116,Thriller
Final Destination 2,1,9358,26000000,en,43.305,2003-01-31,90941129,90,6.2,2999,Horror
Finding Nemo,0,12,94000000,en,94.251,2003-05-30,940335536,100,7.8,15688,Animation
The Five Obstructions,0,12456,0,da,6.437,2003-11-07,0,90,7,104,Documentary
The Forest for the Trees,1,209336,NA,NA,NA,NA,NA,NA,NA,NA,NA
Freaky Friday,1,10330,26000000,en,25.182,2003-08-05,160846332,97,6.4,2924,Comedy
Freddy vs. Jason,1,6466,30000000,en,60.122,2003-08-15,114908830,97,6,1868,Horror
Gigli,0,8046,54000000,en,10.676,2003-08-01,7266209,121,4,339,Drama
Girl with a Pearl Earring,1,3635,0,en,13.625,2003-12-12,31466789,101,6.6,1095,Drama
Girls Will Be Girls,1,21059,0,en,3.001,2003-07-05,148047,79,6.3,20,Comedy
Gothika,1,4970,40000000,en,23.683,2003-11-21,141591324,98,6.1,1736,Horror
High Roller: The Stu Ungar Story,1,27079,0,en,3.229,2003-05-01,0,120,6.4,14,Drama
High Tension,1,191473,0,en,1.493,1936-07-10,0,63,5,2,Comedy
Holes,0,8326,20000000,en,12.612,2003-04-18,0,117,6.8,1022,Adventure
Hollywood Homicide,0,11375,75000000,en,12.664,2003-06-09,51142659,116,5.3,470,Action
House of 1000 Corpses,1,2662,7000000,en,20.953,2003-04-11,17949758,89,6.2,1143,Horror
House of Sand and Fog,1,11093,16500000,en,8.766,2003-12-19,16942795,126,7.2,532,Drama
House of the Dead,0,11059,7000000,en,9.489,2003-04-11,13818181,90,3.2,280,Horror
How to Lose a Guy in 10 Days,1,9919,50000000,en,16.81,2003-02-07,177371441,116,6.7,2864,Comedy
Hulk,0,1927,137000000,en,36.312,2003-06-19,245360480,138,5.5,4550,Action
I Capture the Castle,1,17920,0,en,6.702,2003-05-09,0,113,7,63,Drama
In Hell,0,19277,0,en,18.589,2003-11-24,0,96,6.3,366,Action
In the Cut,1,10944,12000000,en,10.91,2003-09-09,23726793,119,5.2,282,Mystery
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0,11049,4000000,ja,7.79,2003-05-28,0,68,7.9,295,Animation
Intolerable Cruelty,1,11775,60000000,en,11.692,2003-09-02,119940815,100,5.9,1110,Crime
It's Better to Be Wanted for Murder Than Not to Be Wanted at All,0,638750,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Italian Job,0,9654,60000000,en,26.223,2003-05-30,176070171,110,6.7,4363,Action
The Jungle Book 2,0,14873,20000000,en,17.224,2003-02-07,135680000,72,5.9,920,Family
Kangaroo Jack,0,10628,0,en,25.447,2003-01-17,0,89,5.1,675,Family
Kill Bill: Vol. 1,1,24,30000000,en,39.286,2003-10-10,180899265,111,8,13953,Action
The Last Samurai,0,616,140000000,en,30.113,2003-01-09,456758981,154,7.5,5275,Drama
The League of Extraordinary Gentlemen,0,8698,78000000,en,28.551,2003-07-11,179265204,110,5.9,3199,Fantasy
"Legally Blonde 2: Red, White & Blonde",1,10327,45000000,en,22.866,2003-07-02,124914842,95,5.6,1159,Comedy
The Lizzie McGuire Movie,1,18736,17000000,en,15.704,2003-05-02,55534455,94,6.3,1054,Family
The Lord of the Rings: The Return of the King,0,122,94000000,en,104.781,2003-12-01,1118888979,201,8.5,18637,Adventure
Love Actually,1,508,40000000,en,32.22,2003-09-07,244931766,135,7.1,5222,Comedy
Love Me If You Dare,0,8424,0,fr,14.001,2003-09-17,0,93,7.3,1507,Drama
Malibu Spring Break,1,200806,0,en,1.521,2003-01-01,0,81,1.5,2,Comedy
The Man Who Copied,0,40823,0,pt,5.774,2003-06-13,0,123,7.3,255,Romance
Master and Commander: The Far Side of the World,0,8619,150000000,en,16.455,2003-11-14,212011111,138,7.1,2326,Adventure
The Matrix Reloaded,0,604,150000000,en,58.251,2003-05-15,738599701,138,7,8319,Adventure
The Matrix Revolutions,1,605,150000000,en,51.471,2003-11-05,424988211,129,6.7,7446,Adventure
Memories of Murder,1,305603,0,en,1.574,1990-07-31,0,104,5.9,4,Action
The Missing,1,12146,60000000,en,12.623,2003-11-26,38364277,135,6.3,436,Thriller
Moi et mon blanc,0,336568,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mona Lisa Smile,1,11820,65000000,en,12.781,2003-12-19,0,117,6.9,1324,Drama
My Boss's Daughter,1,2830,14000000,en,13.372,2003-08-21,0,83,5,545,Comedy
My Life Without Me,1,20,0,en,12.521,2003-03-07,9726954,106,5.9,345,Drama
Mystic River,1,322,25000000,en,19.611,2003-01-01,156822020,138,7.7,4920,Thriller
Nathalie...,1,38376,0,fr,4.003,2003-09-11,0,105,5.8,47,Drama
Off the Map,1,24078,0,en,3.131,2003-09-05,0,108,6.6,21,Drama
Old School,0,11635,24000000,en,19.921,2003-02-21,87135520,88,6.6,1338,Comedy
Oldboy,0,87516,30000000,en,16.678,2013-11-14,5186767,104,5.9,1553,Drama
Once Upon a Time in Mexico,0,1428,29000000,en,19.771,2003-09-11,98185582,102,6.3,1622,Action
Open Water,0,83,130000,en,17.433,2004-08-06,54667954,79,5.5,825,Drama
Owning Mahowny,0,15394,10000000,en,8.932,2003-05-02,1271244,104,7,102,Crime
